Order,Test-Times,Load-Time,Cal-Time,
1,0,0.7522764205932617,0.07621479034423828,
1,1,0.6687471866607666,0.0027658939361572266,
1,2,0.6794543266296387,0.002747058868408203,
1,3,0.6645839214324951,0.0027480125427246094,
1,4,0.6632475852966309,0.0025489330291748047,
1,5,0.662482738494873,0.002553224563598633,
1,6,0.6829767227172852,0.0024764537811279297,
1,7,0.661029577255249,0.0049512386322021484,
1,8,0.6556775569915771,0.002605438232421875,
1,9,0.662604570388794,0.002567291259765625,
2,0,1.0185997486114502,0.003609180450439453,
2,1,1.0490918159484863,0.0034487247467041016,
2,2,1.0225882530212402,0.003551483154296875,
2,3,1.0193219184875488,0.0035414695739746094,
2,4,1.0254220962524414,0.0036351680755615234,
2,5,1.029752254486084,0.003538370132446289,
2,6,1.0270020961761475,0.003559589385986328,
2,7,1.031982660293579,0.00348663330078125,
2,8,1.0270061492919922,0.0053174495697021484,
2,9,1.0364115238189697,0.0035555362701416016,
3,0,1.4048011302947998,0.010957479476928711,
3,1,1.3901700973510742,0.004614114761352539,
3,2,1.3916056156158447,0.006514072418212891,
3,3,1.374232530593872,0.004653215408325195,
3,4,1.3817572593688965,0.0046770572662353516,
3,5,1.374377965927124,0.004548788070678711,
3,6,1.3848567008972168,0.004874467849731445,
3,7,1.3642964363098145,0.004347801208496094,
3,8,1.3710300922393799,0.004392385482788086,
3,9,1.4354627132415771,0.004373311996459961,
4,0,1.7631046772003174,0.005286693572998047,
4,1,1.7527995109558105,0.011085271835327148,
4,2,1.7624101638793945,0.005224466323852539,
4,3,1.7178468704223633,0.010915517807006836,
4,4,1.7181305885314941,0.005986213684082031,
4,5,1.7315316200256348,0.011401891708374023,
4,6,1.7723000049591064,0.0067632198333740234,
4,7,1.7244975566864014,0.011057853698730469,
4,8,1.7604026794433594,0.01379537582397461,
4,9,1.7526562213897705,0.006506681442260742,
5,0,2.1075565814971924,0.01843857765197754,
5,1,2.0817794799804688,0.013107538223266602,
5,2,2.1220803260803223,0.012936592102050781,
5,3,2.2473642826080322,0.01289510726928711,
5,4,2.1535866260528564,0.005509138107299805,
5,5,2.1067774295806885,0.007736921310424805,
5,6,2.1230032444000244,0.013439655303955078,
5,7,2.111297369003296,0.012012720108032227,
5,8,2.103095293045044,0.01396036148071289,
5,9,2.0848276615142822,0.012573957443237305,
6,0,2.664731979370117,0.022235393524169922,
6,1,2.6067819595336914,0.014948129653930664,
6,2,2.486837863922119,0.021679162979125977,
6,3,2.5212531089782715,0.01690506935119629,
6,4,2.5908260345458984,0.023096561431884766,
6,5,2.448772430419922,0.016216516494750977,
6,6,2.4893903732299805,0.015320539474487305,
6,7,2.4181246757507324,0.0226743221282959,
6,8,2.4359941482543945,0.021939754486083984,
6,9,2.43169903755188,0.022144079208374023,
7,0,2.820653200149536,0.02471137046813965,
7,1,2.838371515274048,0.023225784301757812,
7,2,2.8162283897399902,0.024741172790527344,
7,3,2.7907230854034424,0.02533888816833496,
7,4,2.7823235988616943,0.024682044982910156,
7,5,2.8405299186706543,0.024816274642944336,
7,6,2.8196303844451904,0.024944543838500977,
7,7,2.773381471633911,0.02526712417602539,
7,8,2.802696704864502,0.023373126983642578,
7,9,2.8297784328460693,0.024840831756591797,
8,0,3.1531553268432617,0.02812027931213379,
8,1,3.1221532821655273,0.028274059295654297,
8,2,3.1527161598205566,0.029244661331176758,
8,3,3.1331136226654053,0.0286104679107666,
8,4,3.1854279041290283,0.02881932258605957,
8,5,3.1302266120910645,0.02860426902770996,
8,6,3.1089229583740234,0.017920494079589844,
8,7,3.1307449340820312,0.02903008460998535,
8,8,3.1618616580963135,0.028813600540161133,
8,9,3.196122884750366,0.028091907501220703,
9,0,3.5224783420562744,0.03159332275390625,
9,1,3.484807252883911,0.03154706954956055,
9,2,3.5183587074279785,0.031681060791015625,
9,3,3.445146322250366,0.032094478607177734,
9,4,3.4972457885742188,0.03214216232299805,
9,5,3.512986898422241,0.031879425048828125,
9,6,3.487255811691284,0.03187727928161621,
9,7,3.49202036857605,0.031212329864501953,
9,8,3.493191719055176,0.03185319900512695,
9,9,3.499201774597168,0.031897544860839844,
10,0,3.827704668045044,0.034637451171875,
10,1,3.8429312705993652,0.03442525863647461,
10,2,3.896989345550537,0.034490108489990234,
10,3,3.8682987689971924,0.03401446342468262,
10,4,3.8456878662109375,0.03537893295288086,
10,5,3.790713310241699,0.03422045707702637,
10,6,3.8503270149230957,0.03410220146179199,
10,7,3.9186818599700928,0.03444218635559082,
10,8,3.910095453262329,0.03498697280883789,
10,9,3.8109188079833984,0.024498462677001953,
11,0,4.220126628875732,0.0370481014251709,
11,1,4.174246311187744,0.03724026679992676,
11,2,4.235308647155762,0.036602020263671875,
11,3,4.267554759979248,0.03656959533691406,
11,4,4.241236686706543,0.036969661712646484,
11,5,4.205776929855347,0.03659486770629883,
11,6,4.198251485824585,0.03695201873779297,
11,7,4.176543951034546,0.03664541244506836,
11,8,4.206025838851929,0.03735947608947754,
11,9,4.166988849639893,0.03711652755737305,
12,0,4.556395053863525,0.04153323173522949,
12,1,4.543877840042114,0.04153871536254883,
12,2,4.535204887390137,0.04144144058227539,
12,3,4.602674245834351,0.04134416580200195,
12,4,4.6132426261901855,0.04115581512451172,
12,5,4.603417634963989,0.04119110107421875,
12,6,4.561593532562256,0.041507720947265625,
12,7,4.5427892208099365,0.042131662368774414,
12,8,4.564747095108032,0.04083871841430664,
12,9,4.57535719871521,0.041716814041137695,
13,0,4.9583940505981445,0.04367494583129883,
13,1,4.907132148742676,0.04396772384643555,
13,2,4.930554628372192,0.04328441619873047,
13,3,4.950854063034058,0.043392181396484375,
13,4,4.963134288787842,0.04322648048400879,
13,5,4.887024402618408,0.04348349571228027,
13,6,4.922589063644409,0.04304313659667969,
13,7,4.876830101013184,0.043847084045410156,
13,8,4.899846315383911,0.043355464935302734,
13,9,4.980011701583862,0.04303908348083496,
14,0,5.278499603271484,0.04601287841796875,
14,1,5.291884899139404,0.04702615737915039,
14,2,5.322499990463257,0.04709815979003906,
14,3,5.367820739746094,0.04713797569274902,
14,4,5.319130897521973,0.046630859375,
14,5,5.30103325843811,0.046765804290771484,
14,6,5.2734270095825195,0.049867868423461914,
14,7,5.25275182723999,0.045920610427856445,
14,8,5.298169136047363,0.04673647880554199,
14,9,5.2543511390686035,0.04604387283325195,
15,0,5.628330707550049,0.04843497276306152,
15,1,5.668368339538574,0.048487186431884766,
15,2,5.643120050430298,0.047988176345825195,
15,3,5.651153087615967,0.048455238342285156,
15,4,5.522879600524902,0.047838687896728516,
15,5,5.572820663452148,0.04855537414550781,
15,6,5.64130973815918,0.04886150360107422,
15,7,5.646737098693848,0.04869580268859863,
15,8,5.671597003936768,0.048668622970581055,
15,9,5.707736968994141,0.04774880409240723,
16,0,6.027939796447754,0.053250789642333984,
16,1,5.980249881744385,0.054201602935791016,
16,2,6.019280672073364,0.05307412147521973,
16,3,6.018881559371948,0.05344963073730469,
16,4,5.926315784454346,0.053071022033691406,
16,5,5.965958595275879,0.05360579490661621,
16,6,5.978749513626099,0.05312752723693848,
16,7,5.957689046859741,0.052741050720214844,
16,8,6.066404581069946,0.052449941635131836,
16,9,5.999908685684204,0.0522005558013916,
17,0,6.3686981201171875,0.056557416915893555,
17,1,6.3441314697265625,0.05573225021362305,
17,2,6.325187683105469,0.05556464195251465,
17,3,6.281118392944336,0.0555415153503418,
17,4,6.376760005950928,0.05560803413391113,
17,5,6.38340425491333,0.05490517616271973,
17,6,6.456589698791504,0.05507612228393555,
17,7,6.416405916213989,0.054895639419555664,
17,8,6.380546808242798,0.05584216117858887,
17,9,6.345063924789429,0.053751468658447266,
18,0,6.75098180770874,0.057842254638671875,
18,1,6.670607089996338,0.05868816375732422,
18,2,6.69582724571228,0.058759212493896484,
18,3,6.74723482131958,0.058120012283325195,
18,4,6.69515585899353,0.05811929702758789,
18,5,6.84862208366394,0.058951377868652344,
18,6,6.692222356796265,0.05829000473022461,
18,7,6.79854941368103,0.058649539947509766,
18,8,6.683525085449219,0.05681777000427246,
18,9,6.680020332336426,0.05762290954589844,
19,0,7.120442152023315,0.05851125717163086,
19,1,7.1414289474487305,0.06090044975280762,
19,2,7.072314023971558,0.05907726287841797,
19,3,7.0738019943237305,0.06400012969970703,
19,4,7.082751750946045,0.058083534240722656,
19,5,6.994629621505737,0.0579683780670166,
19,6,7.247252702713013,0.05786633491516113,
19,7,7.2108988761901855,0.057979583740234375,
19,8,7.025931119918823,0.05745291709899902,
19,9,7.00124979019165,0.0564115047454834,
20,0,7.556542634963989,0.06092357635498047,
20,1,7.308057069778442,0.06107378005981445,
20,2,7.388988494873047,0.060389041900634766,
20,3,7.37202787399292,0.06074213981628418,
20,4,7.58484959602356,0.06058359146118164,
20,5,7.3537421226501465,0.06045699119567871,
20,6,7.258075475692749,0.05522036552429199,
20,7,7.380404949188232,0.05848360061645508,
20,8,7.440525531768799,0.058997154235839844,
20,9,7.392898797988892,0.058553457260131836,
